id,host_id_fk,listings_group
MEN2563107435,44489015,Single-listing Hosts
ENT2353999842,57036773,2-3 listing Hosts
LUX1425989601,52016220,Single-listing Hosts
BUT4695140742,8437993,Single-listing Hosts
BUT4986215397,57691422,Single-listing Hosts
PAL2706501243,24964721,Single-listing Hosts
HOT4244146278,40357988,2-3 listing Hosts
MEN2190062818,60153732,Single-listing Hosts
POP1035004391,90832128,Single-listing Hosts
REU6067588923,33076635,Single-listing Hosts
POP9087781300,55214805,2-3 listing Hosts
MEN1840651365,5622105,Single-listing Hosts
POP7055579200,531861,Single-listing Hosts
HOT2159100985,7186751,Single-listing Hosts
POP2293276549,79503577,Single-listing Hosts
BUT3126519450,39658627,Single-listing Hosts
HOT5811912906,76850481,Single-listing Hosts
ENT2365142906,38970476,Single-listing Hosts
VAU1132079667,75159017,Single-listing Hosts
OPE2740206370,5560411,Single-listing Hosts
TEM9116166122,60686903,Single-listing Hosts
MEN1781353689,2334940,Single-listing Hosts
TEM0641262416,25226906,Single-listing Hosts
POP2867151892,96586048,Single-listing Hosts
GOB0320555012,809226,4-9 listing Hosts
BUT7787003231,40615908,Single-listing Hosts
BAT6606454614,91936545,Single-listing Hosts
LOU2903290005,81447487,10+ listing Hosts
ELY5212555071,41101352,Single-listing Hosts
PAN3884719871,90721961,4-9 listing Hosts
BUT3510897268,67194658,Single-listing Hosts
BUT6068256530,97931476,Single-listing Hosts
REU7304343109,80922016,2-3 listing Hosts
LUX6680317211,41746868,Single-listing Hosts
REU3832882703,81167065,Single-listing Hosts
BAT3932466156,96172012,Single-listing Hosts
MEN7473744166,19487612,Single-listing Hosts
TEM6502479064,81254382,Single-listing Hosts
BUT4443821138,44185815,Single-listing Hosts
BUT1827060571,41511110,Single-listing Hosts
POP0638339982,11883941,Single-listing Hosts
GOB2143468085,11383303,Single-listing Hosts
MEN8832464165,45838666,Single-listing Hosts
BAT0364117942,53198510,Single-listing Hosts
BOU1978542839,61660446,Single-listing Hosts
TEM3911075004,16796963,Single-listing Hosts
ENT6691446857,39400505,Single-listing Hosts
BUT4531587402,1028565,Single-listing Hosts
POP0117685357,37544130,Single-listing Hosts
MEN8378630670,54589829,Single-listing Hosts
OPE4601317331,55723756,Single-listing Hosts
OPE3356687843,482395,2-3 listing Hosts
PAN9910940392,36566487,Single-listing Hosts
TEM6038108758,16977023,Single-listing Hosts
BUT3132083516,24456327,Single-listing Hosts
TEM9390638924,62767585,Single-listing Hosts
POP5446826118,40806475,Single-listing Hosts
BAT7729928979,55827946,Single-listing Hosts
POP1497867612,55214805,2-3 listing Hosts
BUT3413638944,26539709,Single-listing Hosts
VAU7939196337,69457387,Single-listing Hosts
REU8280598365,59604796,Single-listing Hosts
PAS7040529624,9422567,Single-listing Hosts
BUT1023627132,65263938,Single-listing Hosts
VAU3732704881,82685,Single-listing Hosts
BUT5783886766,28388860,Single-listing Hosts
HOT2656685615,87519545,Single-listing Hosts
POP6282768036,31008351,Single-listing Hosts
BOU4040103285,11142164,Single-listing Hosts
POP4607077608,14369313,Single-listing Hosts
BUT0865074230,6485506,Single-listing Hosts
POP5846027990,3409641,Single-listing Hosts
PAS0577033266,71014976,Single-listing Hosts
PAN5291236638,86091922,2-3 listing Hosts
POP1453129421,92542229,Single-listing Hosts
LOU8383692764,93787341,Single-listing Hosts
POP8493421036,55060109,Single-listing Hosts
ENT0987937016,20085597,Single-listing Hosts
POP4781096380,30747917,Single-listing Hosts
VAU8949865477,77719531,Single-listing Hosts
ENT4643245201,21543111,Single-listing Hosts
VAU5038557640,65023323,2-3 listing Hosts
BUT5837805615,75044192,Single-listing Hosts
PAN1438648732,43624162,Single-listing Hosts
PAL3023028114,41356253,Single-listing Hosts
OPE0821734846,61000413,Single-listing Hosts
LUX9970938348,35572953,2-3 listing Hosts
REU0791747192,5405030,Single-listing Hosts
VAU0538450618,89464671,Single-listing Hosts
ELY8417548054,30096868,2-3 listing Hosts
TEM5061475433,67761468,Single-listing Hosts
OPE3670568880,66713765,Single-listing Hosts
VAU4776452418,33140806,Single-listing Hosts
TEM4164621203,5788000,Single-listing Hosts
MEN4523635828,55231567,Single-listing Hosts
LUX6032298197,35572953,2-3 listing Hosts
MEN3443085690,31674490,2-3 listing Hosts
POP1004428664,78083084,Single-listing Hosts
REU8909722393,82234947,Single-listing Hosts
BAT7611754280,7357696,Single-listing Hosts
LUX4405262205,10358406,2-3 listing Hosts
POP1970216499,4532555,Single-listing Hosts
VAU9573680184,52784656,2-3 listing Hosts
PAS9589415106,18147025,Single-listing Hosts
POP4242920365,4063375,Single-listing Hosts
BOU9666973848,7335679,Single-listing Hosts
PAN4377941694,68281759,Single-listing Hosts
TEM2505772994,38658992,Single-listing Hosts
MEN5602729002,9983078,Single-listing Hosts
PAN9125324773,11209824,Single-listing Hosts
POP8066718584,93887717,Single-listing Hosts
HOT5099622947,7503868,Single-listing Hosts
POP1773371376,76517310,Single-listing Hosts
ELY9665894407,91965692,2-3 listing Hosts
BAT1541157304,1387743,Single-listing Hosts
HOT9420872521,45973805,Single-listing Hosts
ENT5508863621,70842398,Single-listing Hosts
POP2468109688,45287325,Single-listing Hosts
PAS5332721551,69189152,Single-listing Hosts
REU8169354979,87867580,Single-listing Hosts
ENT9493559215,89048552,Single-listing Hosts
BOU9295478995,4561216,Single-listing Hosts
HOT8871300495,99674764,Single-listing Hosts
ENT7611306643,94179017,Single-listing Hosts
POP1292352861,315581,Single-listing Hosts
HOT6362162961,84625230,Single-listing Hosts
VAU5157007379,69686202,Single-listing Hosts
BUT8212343800,22780294,2-3 listing Hosts
POP2496397487,60215053,Single-listing Hosts
BUT7409428801,55828806,Single-listing Hosts
ENT7207256224,16718202,Single-listing Hosts
ENT8931906036,29319370,Single-listing Hosts
ENT1909799060,28193114,Single-listing Hosts
BUT4905009985,2257327,10+ listing Hosts
ENT6451932371,22870665,Single-listing Hosts
ENT2185860023,93124516,Single-listing Hosts
HOT3305659076,15139995,Single-listing Hosts
TEM1917596526,99175103,Single-listing Hosts
POP5779415925,60684219,Single-listing Hosts
ELY9622464299,22839133,Single-listing Hosts
BUT9909811801,69102535,Single-listing Hosts
POP0624769876,60492975,Single-listing Hosts
VAU8456601047,56832323,4-9 listing Hosts
BUT9161012551,68043119,Single-listing Hosts
POP9001702700,18164318,2-3 listing Hosts
LUX4299081363,19642939,Single-listing Hosts
POP9595892689,24374152,Single-listing Hosts
BAT1608034564,65221201,Single-listing Hosts
POP9218967334,92287955,Single-listing Hosts
GOB7942518847,43397770,Single-listing Hosts
REU9709762585,31749009,2-3 listing Hosts
OPE0725611660,58211679,Single-listing Hosts
ENT0764740053,29771129,Single-listing Hosts
BUT7447159418,260465,Single-listing Hosts
BUT2389489695,65740822,2-3 listing Hosts
POP5442945055,65469719,Single-listing Hosts
GOB7736762995,40770277,Single-listing Hosts
REU7371097585,8499343,Single-listing Hosts
ENT7233515128,85025602,Single-listing Hosts
ELY1575728344,77281399,Single-listing Hosts
POP0066056084,13914848,Single-listing Hosts
BUT0197498221,8313156,2-3 listing Hosts
TEM4348458274,97413567,2-3 listing Hosts
BAT3769218369,49401243,Single-listing Hosts
MEN4166208015,90190675,Single-listing Hosts
BUT3461927502,56913101,Single-listing Hosts
VAU1318399269,16804840,Single-listing Hosts
POP5709459158,93776313,2-3 listing Hosts
BUT5410640143,13505108,Single-listing Hosts
BOU8692127777,19408870,Single-listing Hosts
POP7213969050,75199839,Single-listing Hosts
VAU3609020412,20764949,Single-listing Hosts
BUT1924351958,789916,Single-listing Hosts
VAU6578569759,13912045,Single-listing Hosts
VAU2958656342,89949866,Single-listing Hosts
LUX9135121655,55053585,Single-listing Hosts
POP3997243755,37262910,Single-listing Hosts
PAS9746161119,29109299,4-9 listing Hosts
ENT9227113927,51037156,2-3 listing Hosts
LUX2085225884,2577319,Single-listing Hosts
PAS3344626687,51408791,Single-listing Hosts
ENT8609992198,37494215,Single-listing Hosts
LUX7539664094,55570967,2-3 listing Hosts
OBS9651743602,92611469,Single-listing Hosts
POP3841511100,57474896,Single-listing Hosts
REU9016090467,93328849,Single-listing Hosts
MEN9721955142,33541642,Single-listing Hosts
POP4487569243,40357988,2-3 listing Hosts
BUT6191278844,62666494,2-3 listing Hosts
HOT1671788864,90674730,Single-listing Hosts
PAL7963420654,89701341,Single-listing Hosts
POP0050045364,11806190,Single-listing Hosts
BOU5872670859,40414141,Single-listing Hosts
TEM0432419650,69935097,Single-listing Hosts
ELY7164037005,54369842,Single-listing Hosts
PAN8787492068,49053029,Single-listing Hosts
BUT8881263851,3762023,Single-listing Hosts
GOB3665659212,74116471,Single-listing Hosts
HOT7378796975,86114248,Single-listing Hosts
PAL9204633710,51257776,4-9 listing Hosts
VAU4528436558,24420533,Single-listing Hosts
TEM4680542279,25050278,Single-listing Hosts
BAT3989843196,63759355,2-3 listing Hosts
POP5953618940,95334131,Single-listing Hosts
BUT0327859834,88906087,Single-listing Hosts
BAT6848461100,80385083,2-3 listing Hosts
OBS3079690256,25869335,Single-listing Hosts
BUT3376163675,37661462,Single-listing Hosts
BUT2887587242,97230324,Single-listing Hosts
TEM7459371651,91311309,10+ listing Hosts
GOB4478070193,56213068,Single-listing Hosts
PAS6838529943,52287333,Single-listing Hosts
PAL1767436763,60937810,Single-listing Hosts
ENT9354354665,13719483,Single-listing Hosts
PAL0537378382,20259993,Single-listing Hosts
VAU0148495447,58139388,Single-listing Hosts
LOU1324196547,67871488,Single-listing Hosts
TEM7865196883,88523407,Single-listing Hosts
LOU8284929006,47716605,2-3 listing Hosts
HOT6691115983,94167368,10+ listing Hosts
REU9863987986,3727070,Single-listing Hosts
OPE0186302739,29844440,2-3 listing Hosts
BUT3480157381,67603977,Single-listing Hosts
HOT4674801102,46981788,Single-listing Hosts
ENT7602919236,1768374,Single-listing Hosts
GOB2453070802,22306734,Single-listing Hosts
PAN9583080687,51211985,2-3 listing Hosts
BUT2534734649,24863062,Single-listing Hosts
POP0013743560,49936021,Single-listing Hosts
OPE1454019543,81343741,Single-listing Hosts
VAU0332777976,90696399,Single-listing Hosts
BUT5487529374,16922073,Single-listing Hosts
POP7807884349,22914342,Single-listing Hosts
ELY9671238292,52525160,Single-listing Hosts
PAS9465226374,92203983,Single-listing Hosts
BAT9590208179,39666029,Single-listing Hosts
VAU1199209685,57220097,Single-listing Hosts
BUT6577052160,90041493,2-3 listing Hosts
PAS3066752433,26031988,Single-listing Hosts
POP5393808584,65331289,Single-listing Hosts
LUX2993575263,24528689,Single-listing Hosts
ENT2101000083,69968280,Single-listing Hosts
PAS3077907439,67586140,Single-listing Hosts
BOU3245325449,49127724,Single-listing Hosts
POP7439743450,35448614,Single-listing Hosts
ENT7687529288,86762788,2-3 listing Hosts
OPE7441625066,22780294,2-3 listing Hosts
LUX5021517939,41420240,2-3 listing Hosts
MEN6881960399,79676123,2-3 listing Hosts
REU5100369082,74597963,Single-listing Hosts
POP7062634455,26151238,Single-listing Hosts
PAS4438671407,86092875,2-3 listing Hosts
VAU5968103854,56654516,Single-listing Hosts
MEN2834366792,28296400,Single-listing Hosts
POP9620156171,10540513,Single-listing Hosts
BOU9726576041,86933463,Single-listing Hosts
POP4966518891,66177184,4-9 listing Hosts
LOU9830650858,5479423,Single-listing Hosts
BUT1524885298,66352473,10+ listing Hosts
ENT7735371960,65275947,Single-listing Hosts
POP6965426899,21434004,Single-listing Hosts
BAT9391297896,78533447,Single-listing Hosts
BUT2204994200,68820767,Single-listing Hosts
HOT2729175133,72517995,Single-listing Hosts
POP1993915206,58517453,Single-listing Hosts
POP5676482166,78394606,Single-listing Hosts
POP8370473478,73940112,Single-listing Hosts
ENT7338588778,24971587,Single-listing Hosts
MEN9250990932,56229886,Single-listing Hosts
ENT8394255981,57381136,Single-listing Hosts
ENT2519090112,70057186,Single-listing Hosts
HOT0190884981,24003825,Single-listing Hosts
PAS7640280126,6831051,Single-listing Hosts
HOT8402898891,95484244,Single-listing Hosts
HOT7077980547,94167368,10+ listing Hosts
ENT9441919316,58732990,Single-listing Hosts
BUT4917901065,52423354,Single-listing Hosts
LUX2974644736,94167368,10+ listing Hosts
POP6571921490,43074228,Single-listing Hosts
HOT4146909816,74187371,Single-listing Hosts
HOT7893958878,27489660,Single-listing Hosts
VAU9972041382,50344580,Single-listing Hosts
BUT4095974080,60246309,Single-listing Hosts
VAU2507658044,27216180,Single-listing Hosts
LUX6669288652,23339077,Single-listing Hosts
TEM0947073026,25904976,Single-listing Hosts
PAS5842446044,76099775,Single-listing Hosts
HOT8116891090,25657042,2-3 listing Hosts
HOT0137563907,48726676,Single-listing Hosts
BAT4047075037,88780039,Single-listing Hosts
POP5052325221,79980199,Single-listing Hosts
TEM7814167016,83317210,Single-listing Hosts
BOU6940380673,55183975,Single-listing Hosts
ENT6600388284,78709757,Single-listing Hosts
BUT2352862261,51805556,Single-listing Hosts
OPE4033484313,59095946,2-3 listing Hosts
PAN3199796357,13916955,Single-listing Hosts
POP7632265218,80148615,Single-listing Hosts
BUT4219292945,51461260,Single-listing Hosts
VAU3679385918,61828291,Single-listing Hosts
MEN7618927357,1326651,Single-listing Hosts
GOB0051823918,74620638,2-3 listing Hosts
ELY1602457947,24176041,2-3 listing Hosts
ELY3567788502,99181339,Single-listing Hosts
TEM4928519086,27478404,Single-listing Hosts
BUT0570698824,58042645,10+ listing Hosts
BUT5743216202,20402970,2-3 listing Hosts
HOT3870547328,47716605,2-3 listing Hosts
PAL2955528698,7039250,2-3 listing Hosts
BAT3331420398,23104816,Single-listing Hosts
MEN8420858620,75736820,Single-listing Hosts
BOU6361116961,65257506,2-3 listing Hosts
BUT1412904926,53121434,Single-listing Hosts
ENT1633929430,39493822,Single-listing Hosts
POP9208933284,27924219,Single-listing Hosts
OPE5806718253,54357753,Single-listing Hosts
VAU4726974738,98626107,Single-listing Hosts
POP4029065635,25128422,10+ listing Hosts
VAU3114389401,43712485,Single-listing Hosts
LOU5245802963,11502573,Single-listing Hosts
REU9542398419,24459203,Single-listing Hosts
REU7958292648,35011504,Single-listing Hosts
BOU2363782579,85892426,Single-listing Hosts
ENT3908378796,83193379,2-3 listing Hosts
BUT4528966261,43786565,Single-listing Hosts
BUT9010684007,66046545,Single-listing Hosts
ENT7447649916,6888877,Single-listing Hosts
OPE2884061911,88518577,2-3 listing Hosts
POP6450609530,23649524,Single-listing Hosts
POP0864235812,3168712,Single-listing Hosts
ENT1435939930,39559481,Single-listing Hosts
ENT5376991109,92469755,Single-listing Hosts
ENT2872169759,70733506,Single-listing Hosts
HOT1219586918,7660393,2-3 listing Hosts
GOB4349001101,34801850,Single-listing Hosts
LOU4225181017,94701251,Single-listing Hosts
BAT4717781815,32815971,Single-listing Hosts
GOB5779220205,88790471,10+ listing Hosts
OBS6681037593,68903378,Single-listing Hosts
OBS8949897371,87453916,2-3 listing Hosts
BUT9121295402,92289760,Single-listing Hosts
MEN4469389507,55648147,Single-listing Hosts
OBS7112972568,96739049,Single-listing Hosts
ENT7224128375,88061105,Single-listing Hosts
ENT2856570330,84224124,Single-listing Hosts
TEM3174692905,20094239,2-3 listing Hosts
POP4682471734,40825236,2-3 listing Hosts
BAT2876559587,86933114,Single-listing Hosts
BUT3439034129,80639367,Single-listing Hosts
VAU2475772434,97395955,Single-listing Hosts
BOU8866610473,93930261,Single-listing Hosts
BUT0239909265,63538096,Single-listing Hosts
BUT3064163521,86490577,Single-listing Hosts
OPE5364309792,16231699,Single-listing Hosts
BUT9122971641,50040123,Single-listing Hosts
TEM1355725557,32290864,Single-listing Hosts
BUT9704831146,71384675,2-3 listing Hosts
PAN5051724764,86091922,2-3 listing Hosts
VAU8565340939,1258351,Single-listing Hosts
VAU5380703882,34392136,10+ listing Hosts
MEN1866658660,59143323,2-3 listing Hosts
ENT6725176851,78991805,Single-listing Hosts
PAN0074403777,42476574,Single-listing Hosts
ENT6527371182,46480987,Single-listing Hosts
REU1820256734,25296182,Single-listing Hosts
TEM3593371165,65489432,Single-listing Hosts
VAU6012905370,29502451,Single-listing Hosts
BUT4996559445,17296103,Single-listing Hosts
LUX2476675396,59880751,Single-listing Hosts
BUT6940305590,62180127,Single-listing Hosts
OPE3876824287,17618002,Single-listing Hosts
BUT9470344570,53345157,Single-listing Hosts
BUT9808507495,28182982,2-3 listing Hosts
POP5683897454,16710756,Single-listing Hosts
LUX0897378335,94167368,10+ listing Hosts
BAT8891787062,74121667,Single-listing Hosts
BUT9851805823,55673748,Single-listing Hosts
PAN5057066884,94167368,10+ listing Hosts
HOT9455113353,15766979,10+ listing Hosts
LOU3200236992,72393000,Single-listing Hosts
ELY2864210316,15766979,10+ listing Hosts
VAU1521700288,94167368,10+ listing Hosts
BUT4380714218,26272147,Single-listing Hosts
BUT9250769490,70252554,Single-listing Hosts
BUT1342508858,3910471,Single-listing Hosts
ENT2381893105,44302962,Single-listing Hosts
BAT1405295401,68518596,Single-listing Hosts
HOT7676863220,41499884,Single-listing Hosts
BUT3124675247,26964176,Single-listing Hosts
VAU3653507318,67292607,Single-listing Hosts
POP8480812327,15766979,10+ listing Hosts
ENT7366337319,61300742,Single-listing Hosts
BUT9169456773,10111876,2-3 listing Hosts
PAS3198140784,45603615,Single-listing Hosts
VAU3329423805,35482676,Single-listing Hosts
MEN9606963989,22750366,Single-listing Hosts
BOU1035123176,15766979,10+ listing Hosts
HOT7652534355,55614940,Single-listing Hosts
MEN4644788477,90346132,Single-listing Hosts
OPE6260768186,45809150,Single-listing Hosts
LUX3804359708,5154578,Single-listing Hosts
ELY7200814951,51211985,2-3 listing Hosts
TEM9710113318,13491606,Single-listing Hosts
MEN0308727669,34851370,Single-listing Hosts
GOB7913000330,37557565,Single-listing Hosts
VAU7166855749,18935162,Single-listing Hosts
POP2416213289,88955498,Single-listing Hosts
OPE4581549504,53240687,Single-listing Hosts
BUT8726419627,19408810,Single-listing Hosts
